dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon,crm_cd_2,cross_street
200911049,2020-06-15,2020-06-09,1025,09,Van Nuys,0963,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,35,F,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,KESTER                       AV,34.1649,-118.4574,,MAGNOLIA                     BL
210206385,2021-03-01,2020-09-01,0400,02,Rampart,0248,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0602 0913 1251 1258 0400 0500 0522 2034 0556,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,400    HARTFORD                     AV,34.057,-118.2635,860,
200105525,2020-01-22,2020-01-21,2026,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 S  FIGUEROA                     ST,34.0483,-118.2631,,
200105528,2020-01-22,2020-01-21,1400,01,Central,0123,1,480,BIKE - STOLEN,0397 0344,64,M,W,738,LIBRARY,,,IC,Invest Cont,480,300 W  1ST                          ST,34.0537,-118.2455,,
200105529,2020-01-22,2020-01-17,2330,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1609 0344,43,F,F,101,STREET,,,IC,Invest Cont,330,E  4TH                          ST,34.0433,-118.2381,,S  ALAMEDA                      ST
200105531,2020-01-23,2020-01-23,0715,01,Central,0195,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1266 2004,29,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,1600 S  BROADWAY,34.0342,-118.2636,,
200517895,2020-12-16,2020-12-16,2125,05,Harbor,0526,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,900 N  FRIES                        AV,33.7815,-118.265,,
200105535,2020-01-23,2020-01-17,1100,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0377 1822 0344,44,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,800 S  FLOWER                       ST,34.0473,-118.2601,,
200105538,2020-01-23,2020-01-22,1255,01,Central,0111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,600 N  HILL                         ST,34.0591,-118.2412,,
200105540,2020-01-23,2020-01-23,0750,01,Central,0132,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448,32,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,1ST                          ST,34.0544,-118.2466,,HILL
200506494,2020-02-27,2020-02-25,1530,05,Harbor,0551,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0432 0913 1243 1813 2000 0447,53,F,W,501,SINGLE FAMILY DWELLING,306,ROCK/THROWN OBJECT,AA,Adult Arrest,236,1500 S  WEYMOUTH                     PL,33.7421,-118.3102,,
200105547,2020-01-23,2020-01-23,1140,01,Central,0162,2,946,OTHER MISCELLANEOUS CRIME,,40,M,H,108,PARKING LOT,,,IC,Invest Cont,946,700 S  HILL                         ST,34.0462,-118.2585,998,
200105548,2020-01-23,2020-01-20,2120,01,Central,0138,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,23,F,H,101,STREET,,,IC,Invest Cont,330,3RD                          ST,34.0455,-118.2381,,ALAMEDA
200105549,2020-01-23,2020-01-10,1100,01,Central,0131,1,310,BURGLARY,0344 1822 0397 1602,25,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,100 S  FIGUEROA                     ST,34.0569,-118.254,,
200105550,2020-01-23,2020-01-23,1145,01,Central,0158,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004,58,F,H,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,6TH                          ST,34.0403,-118.2421,,GLADYS
201215546,2020-06-28,2020-06-28,1400,12,77th Street,1248,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1820 0344 1202,68,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,800 W  68TH                         ST,33.9782,-118.2893,,
200105553,2020-01-23,2020-01-23,0800,01,Central,0119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,45,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,740,900 N  VIGNES                       ST,34.0566,-118.2319,,
200105554,2020-01-23,2020-01-23,0100,01,Central,0105,1,310,BURGLARY,1607 0344 1822 1414 1602,30,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,1000 N  BROADWAY,34.0714,-118.2329,,
200105556,2020-01-23,2020-01-16,1540,01,Central,0123,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,65,F,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,200 W  TEMPLE                       ST,34.0549,-118.2426,,
200105558,2020-01-23,2020-01-23,1145,01,Central,0111,1,350,"THEFT, PERSON",2004 0344,90,F,O,102,SIDEWALK,,,IC,Invest Cont,350,BROADWAY                     ST,34.0604,-118.2393,,CESAR E CHAVEZ
211004055,2021-01-01,2020-12-30,1700,10,West Valley,1033,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0377 1402,38,M,O,101,STREET,,,AA,Adult Arrest,420,6200    WILBUR                       AV,34.183,-118.5447,998,
200105571,2020-01-21,2020-01-21,0800,01,Central,0161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034,29,M,H,101,STREET,,,IC,Invest Cont,440,7TH                          ST,34.0499,-118.2614,,FIGUEROA
200105574,2020-01-23,2020-01-23,1221,01,Central,0159,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 2032 0325,26,M,H,406,OTHER STORE,,,AO,Adult Other,343,600    IMPERIAL                     ST,34.0382,-118.2316,,
200122215,2020-12-10,2020-12-08,2000,01,Central,0156,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0532 0515 1218 2004 0913,55,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,500    SAN JULIAN                   ST,34.0446,-118.245,,
200105577,2020-01-23,2020-01-23,0930,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,52,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,5TH,34.0495,-118.2529,,OLIVE
200105578,2020-01-22,2020-01-21,1730,01,Central,0147,1,310,BURGLARY,1822 1607 0344,60,M,A,406,OTHER STORE,,,IC,Invest Cont,310,400    WALL                         ST,34.0464,-118.2447,,
200218310,2020-12-07,2020-12-05,1745,02,Rampart,0249,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,1000    WILSHIRE                     BL,34.0519,-118.2624,,
200105581,2020-01-24,2020-01-24,0025,01,Central,0145,1,210,ROBBERY,1309 0416 0429 0344 1822,33,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,LOS ANGELES,34.0461,-118.2476,,WINSTON
200105583,2020-01-23,2020-01-23,1715,01,Central,0162,1,350,"THEFT, PERSON",0345 1822 0344 1308,38,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,7TH,34.0473,-118.2566,,OLIVE
201012706,2020-09-03,2020-07-27,0700,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845,8100 N  BALBOA                       PL,34.2179,-118.5014,,
200105585,2020-01-23,2020-01-22,2230,01,Central,0154,1,330,BURGLARY FROM VEHICLE,1822 1300 1606 0344,63,F,W,108,PARKING LOT,,,IC,Invest Cont,330,100 E  6TH                          ST,34.046,-118.2493,,
200105586,2020-01-23,2020-01-23,1610,01,Central,0105,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,34,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,500    CASANOVA                     ST,34.0734,-118.2305,,
220614831,2022-08-18,2020-08-17,1200,06,Hollywood,0666,2,354,THEFT OF IDENTITY,1822 1501 0930 2004,28,M,H,102,SIDEWALK,,,IC,Invest Cont,354,1900    TRANSIENT,34.0944,-118.3277,,
201111473,2020-07-15,2020-07-15,1134,11,Northeast,1117,2,661,UNAUTHORIZED COMPUTER ACCESS,1904 1914 1822 1911,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,4600    ELLENWOOD                    DR,34.1293,-118.219,,
201009044,2020-05-15,2020-05-13,1315,10,West Valley,1049,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606,0,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,16800    BURBANK                      BL,34.1718,-118.4993,,
200105591,2020-01-24,2020-01-24,0045,01,Central,0152,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0913,29,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,6TH,34.0495,-118.2563,,HOPE
200105592,2020-01-24,2020-01-23,0345,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,36,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,900 S  FIGUEROA                     ST,34.0462,-118.2628,,
200806568,2020-02-27,2020-02-20,1200,08,West LA,0852,1,480,BIKE - STOLEN,0344 0346 1822,35,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,1500    BARRY                        AV,34.045,-118.4557,,
200105596,2020-01-24,2020-01-23,1000,01,Central,0119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609 1822,52,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,900 N  VIGNES                       ST,34.0566,-118.2319,,
200105599,2020-01-24,2020-01-23,2050,01,Central,0161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813,48,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,PASADENA                     FY,34.0483,-118.2631,,8TH                          ST
200105601,2020-01-23,2020-01-23,2030,01,Central,0111,2,625,OTHER ASSAULT,0356 2004 1266 1822,35,M,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,100    PASEO DE LA PLAZA,34.0615,-118.2412,,
200105602,2020-01-24,2020-01-24,0100,01,Central,0166,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 1414 2000 1814,53,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
200105604,2020-01-24,2020-01-24,0630,01,Central,0166,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 1218 2032 0344,32,M,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
200609150,2020-04-16,2020-04-16,1900,06,Hollywood,0648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,26,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,1500 N  SAINT ANDREWS                PL,34.0981,-118.3114,,
211415778,2021-07-29,2020-08-02,0209,14,Pacific,1444,1,121,"RAPE, FORCIBLE",0527 0913 0940 0509 2002 0540 0513 0516 0551 1814,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,3200    CARTER                       AV,33.9868,-118.4451,,
200105608,2020-01-24,2020-01-24,0845,01,Central,0142,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 0305 0400 0448 1402 1414,34,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,OLIVE,34.0519,-118.2531,,2ND                          ST
200105609,2020-01-24,2020-01-24,0845,01,Central,0142,2,860,BATTERY WITH SEXUAL CONTACT,1402 1414 0400 0522 1822 0305 0448,39,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,OLIVE,34.0519,-118.2531,,2ND                          ST
200504370,2020-01-09,2020-01-08,2000,05,Harbor,0504,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,1600 W  204TH                        ST,33.8457,-118.3066,,
200105610,2020-01-24,2020-01-24,0800,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 1218 0421 0319,55,M,W,101,STREET,207,OTHER KNIFE,IC,Invest Cont,230,SAN JULIAN,34.0412,-118.2474,,6TH                          ST
200105612,2020-01-24,2020-01-24,1015,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822 1218,49,M,A,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,5TH,34.0449,-118.2458,,WALL
200105619,2020-01-24,2020-01-24,1300,01,Central,0157,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0910 2004 1307,49,M,W,101,STREET,,,IC,Invest Cont,745,500    CROCKER                      ST,34.0435,-118.2427,,
210917704,2021-12-17,2020-12-25,1200,09,Van Nuys,0939,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 2041,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,6000    FULTON                       AV,34.1794,-118.4225,,
200105626,2020-01-24,2020-01-17,1900,01,Central,0135,1,351,PURSE SNATCHING,0377 1822 0304 0346,26,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351,3RD,34.0485,-118.2447,,LOS ANGELES
200105628,2020-01-24,2020-01-05,2000,01,Central,0155,1,220,ATTEMPTED ROBBERY,1202 1822 1218 1238 0337 0416 0448,85,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,6TH,34.0435,-118.2471,,WALL
200105630,2020-01-24,2020-01-24,1455,01,Central,0122,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1310 1309 0329 0919 0447,49,F,W,122,"VEHICLE, PASSENGER/TRUCK",212,BOTTLE,IC,Invest Cont,745,100 N  HILL                         ST,34.0572,-118.2481,,
200408039,2020-04-17,2020-04-17,0001,04,Hollenbeck,0417,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1243 1814 0447,37,M,H,504,OTHER RESIDENCE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,4300    RAYNOL                       ST,34.0832,-118.1933,,
200105632,2020-01-24,2020-01-24,0805,01,Central,0143,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448 0522,59,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,3RD,34.0488,-118.25,,HILL
211716180,2021-12-15,2020-07-15,1200,17,Devonshire,1797,1,510,VEHICLE - STOLEN,,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,510,16400    RAYEN                        ST,34.2321,-118.4906,,
200105634,2020-01-24,2020-01-24,1500,01,Central,0139,1,480,BIKE - STOLEN,1218 1822 0344 0397,57,F,O,102,SIDEWALK,,,IC,Invest Cont,480,800 E  4TH                          PL,34.0454,-118.2333,,
200105635,2020-01-24,2020-01-24,0900,01,Central,0156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,81,F,H,102,SIDEWALK,,,IC,Invest Cont,440,6TH,34.0423,-118.2452,,SAN PEDRO
200105637,2020-01-24,2020-01-23,1145,01,Central,0158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0377 0913 1817 0344,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440,500    CERES                        AV,34.0416,-118.2398,,
212018351,2021-12-15,2020-11-01,1400,20,Olympic,2036,1,310,BURGLARY,1822 0397 0344,41,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,310,600 S  BERENDO                      ST,34.0608,-118.2941,,
200917497,2020-11-20,2020-11-20,1130,09,Van Nuys,0966,2,624,BATTERY - SIMPLE ASSAULT,0446 0416,33,F,W,220,NAIL SALON,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,13300    RIVERSIDE                    DR,34.1576,-118.4231,,
200308673,2020-03-17,2020-03-17,1200,03,Southwest,0321,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0104 0342,19,X,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,343,3500 S  LA CIENEGA                   BL,34.0237,-118.3722,,
201011914,2020-08-10,2020-08-02,1005,10,West Valley,1001,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,0,M,W,101,STREET,,,IC,Invest Cont,330,7900    BOTHWELL                     RD,34.2141,-118.5612,,
200105655,2020-01-24,2020-01-22,1900,01,Central,0156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,500    SAN JULIAN                   ST,34.0446,-118.245,,
200105656,2020-01-24,2020-01-23,1610,01,Central,0161,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2032 0344,22,M,A,717,HEALTH SPA/GYM,,,IC,Invest Cont,341,700 S  FIGUEROA                     ST,34.0483,-118.2631,,
200105657,2020-01-24,2020-01-23,1900,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307 1601 0354,49,M,A,108,PARKING LOT,,,IC,Invest Cont,330,900 S  FLOWER                       ST,34.0458,-118.2614,,
200105661,2020-01-24,2020-01-24,1845,01,Central,0134,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1414 2032,49,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,300 S  BROADWAY,34.051,-118.248,,
200105662,2020-01-24,2020-01-24,1745,01,Central,0138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0411 1822 0906 2033 1206,19,M,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,BOYD,34.0472,-118.2442,,WALL
200105663,2020-01-25,2020-01-24,2215,01,Central,0191,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 1266,23,F,W,108,PARKING LOT,,,IC,Invest Cont,330,FIGUEROA,34.0374,-118.2701,,VENICE
200105664,2020-01-25,2020-01-25,0300,01,Central,0195,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,1800 S  MAIN                         ST,34.0317,-118.2641,,
200105665,2020-01-25,2020-01-24,2130,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,32,F,B,101,STREET,,,IC,Invest Cont,330,11TH,34.0423,-118.2631,,HOPE
200404158,2020-01-05,2020-01-04,2200,04,Hollenbeck,0421,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,200 S  AVENUE 20,34.0726,-118.2201,,
200105666,2020-01-24,2020-01-24,1400,01,Central,0119,1,480,BIKE - STOLEN,0344 0910 1822 2032,32,M,A,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,480,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
201411760,2020-05-27,2020-05-26,2100,14,Pacific,1453,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0344 1300,50,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,4000    TIVOLI                       AV,33.9925,-118.4402,,
200504577,2020-01-14,2020-01-13,2200,05,Harbor,0504,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,1300 W  211TH                        ST,33.838,-118.2996,,
200613614,2020-08-06,2020-08-06,2300,06,Hollywood,0647,2,624,BATTERY - SIMPLE ASSAULT,0416 0444,19,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,1500    VINE                         ST,34.098,-118.3266,,
200105669,2020-01-25,2020-01-24,2100,01,Central,0158,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,38,F,B,101,STREET,,,IC,Invest Cont,330,ALAMEDA,34.0399,-118.2383,,PALMETTO
200105670,2020-01-25,2020-01-25,0200,01,Central,0153,1,761,BRANDISH WEAPON,0334 1822 0429 2029 0344,23,F,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,761,6TH,34.047,-118.2526,,BROADWAY
200105671,2020-01-24,2020-01-24,0001,01,Central,0138,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0417 1501 1218 2033 1822,56,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,300 S  ALAMEDA                      ST,34.0468,-118.2415,,
200105672,2020-01-25,2020-01-24,2000,01,Central,0171,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,800 W  OLYMPIC                      BL,34.045,-118.264,,
200105674,2020-01-25,2020-01-24,0700,01,Central,0159,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0947 0344 1218 1822,35,M,B,108,PARKING LOT,,,IC,Invest Cont,341,600 S  ALAMEDA                      ST,34.0382,-118.2384,,
200105675,2020-01-25,2020-01-25,0445,01,Central,0195,1,210,ROBBERY,0344 0400 1822 2004 0910,36,M,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,VENICE,34.0347,-118.2645,,BROADWAY
200105685,2020-01-25,2020-01-24,2100,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822 0377,32,M,W,101,STREET,,,IC,Invest Cont,330,600    MILL                         ST,34.0382,-118.2345,,
200105686,2020-01-25,2020-01-25,1200,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 1822,48,M,B,102,SIDEWALK,,,IC,Invest Cont,440,6TH                          ST,34.0439,-118.2479,,MAPLE
200105687,2020-01-25,2020-01-24,2045,01,Central,0162,1,310,BURGLARY,0344 1822,0,M,O,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,310,800 S  GRAND                        AV,34.0459,-118.2579,,
200105688,2020-01-24,2020-01-24,1930,01,Central,0138,2,900,VIOLATION OF COURT ORDER,1501,50,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,400 E  4TH                          ST,34.0468,-118.2415,,
200105690,2020-01-25,2020-01-17,1730,01,Central,0176,1,310,BURGLARY,0344 1414 1822,65,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,800    SANTEE                       ST,34.0413,-118.2517,998,
200105692,2020-01-25,2020-01-25,0730,01,Central,0158,2,762,LEWD CONDUCT,1218 1414 0340 0528,53,F,H,102,SIDEWALK,,,IC,Invest Cont,762,500    CERES                        AV,34.0416,-118.2398,,
200105693,2020-01-25,2020-01-24,1500,01,Central,0111,1,330,BURGLARY FROM VEHICLE,1202 1822 1609 1307 0344 0329,79,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,600 N  GRAND                        AV,34.0606,-118.2439,,
200105695,2020-01-25,2020-01-24,1610,01,Central,0146,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028 1822,52,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,442,200    WINSTON                      ST,34.0467,-118.247,,
210716708,2021-12-13,2020-05-01,0800,07,Wilshire,0723,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0601 0913,38,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,668,8200    BEVERLY                      BL,34.0761,-118.3685,,
200105697,2020-01-25,2020-01-25,1100,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105699,2020-01-25,2020-01-25,1430,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0378,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105700,2020-01-25,2020-01-22,1900,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,600 N  BROADWAY,34.0586,-118.2402,,
200105701,2020-01-25,2020-01-25,1250,01,Central,0157,1,210,ROBBERY,1414 1402 1218 0344 0416 0913 1313,50,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,7TH,34.0401,-118.2459,998,SAN PEDRO
200105705,2020-01-25,2020-01-25,1630,01,Central,0163,1,210,ROBBERY,1822 0945 0378 0344 0443 0444 2004,32,M,B,403,DRUG STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,200 W  7TH                          ST,34.0445,-118.2523,,
200105706,2020-01-25,2020-01-16,1400,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,27,F,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,700 W  7TH                          ST,34.0491,-118.2558,,
200105707,2020-01-25,2020-01-25,1730,01,Central,0155,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,200 E  6TH                          ST,34.0448,-118.2474,,
200105708,2020-01-25,2020-01-24,2000,01,Central,0118,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,44,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,BLOOM,34.0643,-118.2306,,MAGDALENA
