,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_2,crm_cd_3,crm_cd_4
6818,231211127,2023-04-26T00:00:00.000,2022-11-01T00:00:00.000,0001,12,77th Street,1249,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1402 1259 1215 1309,0,,,101,STREET,IC,Invest Cont,822,62ND,33.9833,-118.2827,,,FIGUEROA,998,,
6819,231508920,2023-04-26T00:00:00.000,2022-12-05T00:00:00.000,1200,15,N Hollywood,1541,2,354,THEFT OF IDENTITY,0929 1822,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,5000    WHITSETT                     AV,34.1638,-118.4087,,,,,,
6820,230709116,2023-04-26T00:00:00.000,2022-11-01T00:00:00.000,1930,07,Wilshire,0753,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1814,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,1100 S  FAIRFAX                      AV,34.0558,-118.365,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6821,220127401,2023-04-26T00:00:00.000,2022-12-10T00:00:00.000,1700,01,Central,0101,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,800 N  BEAUDRY                      AV,34.0662,-118.2476,,,,,,
6822,230209690,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2000,02,Rampart,0239,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1820 0913 1814 0329,35,M,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,BEAUDRY,34.0632,-118.2514,,,TEMPLE,,,
6823,231708782,2023-04-26T00:00:00.000,2022-09-10T00:00:00.000,0700,17,Devonshire,1788,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1607,0,X,X,108,PARKING LOT,IC,Invest Cont,341,8900    BALBOA                       BL,34.2322,-118.5113,,,,,,
6824,231309755,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0650,13,Newton,1321,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,21ST                         ST,34.0306,-118.2696,,,GRAND                        AV,,,
6825,230407772,2023-04-26T00:00:00.000,2023-04-21T00:00:00.000,0940,04,Hollenbeck,0479,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,F,H,602,BANK,IC,Invest Cont,440,WHITTIER,34.0267,-118.1985,,,SPENCE,,,
6826,230808744,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1715,08,West LA,0805,2,888,TRESPASSING,1501,79,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,1500    ROSCOMARE                    RD,34.1016,-118.4698,,,,,,
6827,231210865,2023-04-26T00:00:00.000,2022-09-01T00:00:00.000,0001,12,77th Street,1273,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,42,F,H,704,ELEMENTARY SCHOOL,IC,Invest Cont,440,8700    LA SALLE                     AV,33.959,-118.3057,,,,,,
6828,230609085,2023-04-26T00:00:00.000,2022-12-01T00:00:00.000,1235,06,Hollywood,0639,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394,41,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,1700 N  SERRANO                      AV,34.1017,-118.3072,,,,,,
6829,230309995,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0720,03,Southwest,0357,2,888,TRESPASSING,2052 1822 0910,22,X,X,945,MTA - EXPO LINE - EXPO/VERMONT,IC,Invest Cont,888,1000    EXPOSITION                   BL,34.0184,-118.2952,,,,,,
6830,230708925,2023-04-26T00:00:00.000,2022-02-01T00:00:00.000,1200,07,Wilshire,0753,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913 1814,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,956,1100 S  FAIRFAX                      AV,34.0558,-118.365,,,,,,
6831,230708945,2023-04-26T00:00:00.000,2023-04-22T00:00:00.000,2102,07,Wilshire,0736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0324 0104 0344,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,442,400 S  LA BREA                      AV,34.0669,-118.3456,,,,,,
6832,231508929,2023-04-26T00:00:00.000,2023-04-17T00:00:00.000,2245,15,N Hollywood,1563,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,62,F,W,104,DRIVEWAY,IC,Invest Cont,331,4400    FARMDALE                     AV,34.1522,-118.3812,,,,,,
6833,232008747,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,0700,20,Olympic,2013,1,310,BURGLARY,0358 0321 0344 1607 1822 1202,86,F,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,100 S  HOBART                       BL,34.0726,-118.3073,,,,,,
6834,231409089,2023-04-26T00:00:00.000,2023-01-24T00:00:00.000,0500,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1300,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,668,9700    AIRPORT                      BL,33.9472,-118.3909,,,,,,
6835,232108377,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2000,21,Topanga,2156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,28,M,X,727,SHOPPING MALL (COMMON AREA),IC,Invest Cont,740,6100    TOPANGA CANYON               BL,34.1811,-118.6059,,,,,,
6836,232008740,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,1730,20,Olympic,2076,2,624,BATTERY - SIMPLE ASSAULT,1251 0400 0416 1259 1822,17,M,H,109,PARK/PLAYGROUND,IC,Invest Cont,624,1500 S  NORMANDIE                    AV,34.0455,-118.3003,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6837,230111367,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1200,01,Central,0128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,29,M,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,1ST                          ST,34.049,-118.2381,,,ALAMEDA,,,
6838,231309753,2023-04-26T00:00:00.000,2023-04-21T00:00:00.000,1800,13,Newton,1309,1,310,BURGLARY,0344,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,1300    WILSON                       ST,34.0257,-118.2349,,,,,,
6839,230300645,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0020,03,Southwest,0362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 0216 0913 0302 1100 2024 0450 1407,20,M,H,101,STREET,IC,Invest Cont,230,4800    OBAMA                        BL,34.0214,-118.3486,102,HAND GUN,,,,
6840,230209633,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0400,02,Rampart,0257,1,210,ROBBERY,1822 0344 0400 0416,53,F,B,101,STREET,IC,Invest Cont,210,6TH                          ST,34.0569,-118.2689,308,STICK,UNION                        ST,,,
6841,231008453,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,1550,10,West Valley,1025,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0446,40,M,H,108,PARKING LOT,IC,Invest Cont,624,18200    SHERMAN                      WY,34.2011,-118.5299,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6842,230708939,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1915,07,Wilshire,0758,2,354,THEFT OF IDENTITY,0930 1822 0100,21,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4500    EDGEWOOD                     PL,34.0537,-118.3288,,,,,,
6843,231409084,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0805,14,Pacific,1469,1,210,ROBBERY,1281 0916 1310 1311 0302 0326 1309,23,M,W,108,PARKING LOT,IC,Invest Cont,210,6800    LA CIENEGA                   BL,33.9761,-118.3726,109,SEMI-AUTOMATIC PISTOL,,,,
6844,230808746,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,2230,08,West LA,0816,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 0321 1606,22,M,A,707,GARAGE/CARPORT,IC,Invest Cont,420,500    KELTON                       AV,34.0683,-118.4536,,,,,,
6845,230111335,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1154,01,Central,0182,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,40,F,B,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,331,900 S  FIGUEROA                     ST,34.0462,-118.2628,,,,,,
6846,232008833,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2245,20,Olympic,2026,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0917 0444 0334 2004 0431,44,M,H,222,LAUNDROMAT,IC,Invest Cont,230,400 S  VERMONT                      AV,34.0672,-118.2941,512,MACE/PEPPER SPRAY,,,,
6847,230508153,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0200,05,Harbor,0509,1,510,VEHICLE - STOLEN,,0,,,101,STREET,AA,Adult Arrest,510,900    FERNREST                     DR,33.8016,-118.3042,,,,,,
6848,231400795,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2055,14,Pacific,1496,1,330,BURGLARY FROM VEHICLE,1501,30,F,X,101,STREET,AA,Adult Arrest,330,5900 W  98TH                         ST,33.9473,-118.386,,,,998,,
6849,231210864,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0830,12,77th Street,1269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 1402 1822 2004,48,M,H,108,PARKING LOT,IC,Invest Cont,230,CENTRAL,33.9602,-118.2564,207,OTHER KNIFE,MANCHESTER,,,
6850,232108367,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1000,21,Topanga,2132,1,310,BURGLARY,1420 0321 1601,76,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,24000    LANCE                        PL,34.2018,-118.6476,,,,,,
6851,230111282,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1945,01,Central,0142,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,5TH                          ST,34.0492,-118.2525,,,HILL                         ST,,,
6852,232008834,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,0820,20,Olympic,2035,2,850,INDECENT EXPOSURE,1822 1309 1300 0536 0528,18,F,H,102,SIDEWALK,IC,Invest Cont,850,CATALINA                     ST,34.0577,-118.2954,,,8TH                          ST,,,
6853,230407793,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2045,04,Hollenbeck,0421,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 1814 1309 1300,24,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,200 S  AVENUE 18,34.0697,-118.2212,,,,,,
6854,231008425,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1500,10,West Valley,1018,1,330,BURGLARY FROM VEHICLE,0344,52,M,O,108,PARKING LOT,IC,Invest Cont,330,15800    STRATHERN                    ST,34.2157,-118.4771,,,,,,
6855,231809581,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1800,18,Southeast,1804,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202 0913,65,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,8800 S  CENTRAL                      AV,33.9574,-118.2564,,,,,,
6856,230609182,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,1210,06,Hollywood,0667,2,354,THEFT OF IDENTITY,1822 0930,23,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1200    GORDON                       ST,34.0926,-118.3201,,,,,,
6857,231309799,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0950,13,Newton,1331,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344,0,M,H,401,MINI-MART,IC,Invest Cont,442,200 W  ADAMS                        BL,34.0258,-118.2708,,,,,,
6858,230111322,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1130,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0444 2004 0910,22,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),IC,Invest Cont,624,800 N  VIGNES                       ST,34.0559,-118.232,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6859,231708728,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2024,17,Devonshire,1717,1,310,BURGLARY,0344 1609 0329 0352 1300 0321,32,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,16400    INDEX                        ST,34.2755,-118.4891,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
6860,230310007,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,1345,03,Southwest,0325,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0377 1822,31,F,F,108,PARKING LOT,IC,Invest Cont,341,2600 S  VERMONT                      AV,34.0328,-118.2916,,,,,,
6861,230908613,2023-04-26T00:00:00.000,2023-04-23T00:00:00.000,1400,09,Van Nuys,0971,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,26,F,W,104,DRIVEWAY,IC,Invest Cont,331,4600    NOBLE                        AV,34.154,-118.4618,,,,,,
6862,230908607,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,2100,09,Van Nuys,0923,2,624,BATTERY - SIMPLE ASSAULT,0356 0417 1266,40,M,W,108,PARKING LOT,IC,Invest Cont,624,15200    VICTORY                      BL,34.1903,-118.4574,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6863,231108336,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,2000,11,Northeast,1101,2,860,BATTERY WITH SEXUAL CONTACT,0913 0558 0500 0522 1300,21,F,H,109,PARK/PLAYGROUND,IC,Invest Cont,860,4700    CRYSTAL SPRINGS              DR,34.1321,-118.2796,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6864,230808649,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,0730,08,West LA,0892,2,903,CONTEMPT OF COURT,0903,0,M,O,729,SPECIALTY SCHOOL/OTHER,IC,Invest Cont,903,11500 W  PICO                         BL,34.0337,-118.4418,,,,999,,
6865,231309800,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1300,13,Newton,1381,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,300 W  60TH                         ST,33.9851,-118.2783,,,,,,
6866,231908501,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1100,19,Mission,1985,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,VAN NUYS,34.2215,-118.4488,,,ROSCOE                       BL,,,
6867,232008751,2023-04-26T00:00:00.000,2023-04-20T00:00:00.000,0700,20,Olympic,2049,1,310,BURGLARY,0358 0344 1822,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,2700    SAN MARINO                   ST,34.0564,-118.2879,,,,,,
6868,231210917,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2225,12,77th Street,1269,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1810 0443 0416,44,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,930,900 E  84TH                         ST,33.9629,-118.2586,207,OTHER KNIFE,,,,
6869,231508913,2023-04-26T00:00:00.000,2023-04-21T00:00:00.000,2130,15,N Hollywood,1555,2,624,BATTERY - SIMPLE ASSAULT,0444 0417 0400 0361,41,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,11200    OTSEGO                       ST,34.163,-118.3747,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6870,230808715,2023-04-26T00:00:00.000,2023-04-22T00:00:00.000,0630,08,West LA,0883,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1900    COTNER                       AV,34.0436,-118.4431,,,,,,
6871,231708684,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,2300,17,Devonshire,1794,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0429 0416 2000 1814 0444,52,F,H,102,SIDEWALK,IC,Invest Cont,626,BRYANT                       ST,34.2274,-118.5405,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",YOLANDA                      AV,,,
6872,231210871,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1600,12,77th Street,1232,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,3600 W  60TH                         ST,33.9872,-118.3277,,,,,,
6873,231409192,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0930,14,Pacific,1494,1,350,"THEFT, PERSON",1501,63,F,W,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,350,600    WORLD                        WY,33.9429,-118.403,,,,,,
6874,232108393,2023-04-26T00:00:00.000,2023-01-24T00:00:00.000,1200,21,Topanga,2141,2,354,THEFT OF IDENTITY,0377,55,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,6500    TONY                         AV,34.1882,-118.6457,,,,,,
6875,231309780,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0815,13,Newton,1317,1,210,ROBBERY,1822 0390 0327 1313 1309 0344 0400,52,F,H,102,SIDEWALK,IC,Invest Cont,210,OLYMPIC                      BL,34.0298,-118.2414,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NAOMI                        ST,,,
6876,231809571,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1530,18,Southeast,1844,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1100 0430 0302 0432 1300,39,M,B,101,STREET,IC,Invest Cont,230,104TH                        ST,33.9345,-118.2623,109,SEMI-AUTOMATIC PISTOL,AVALON                       BL,,,
6877,231309772,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1100,13,Newton,1344,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1202 0416,63,M,B,101,STREET,IC,Invest Cont,236,4200 S  CENTRAL                      AV,34.0078,-118.2636,307,VEHICLE,,,,
6878,230407786,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0200,04,Hollenbeck,0478,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1243 0913 2000 0400 1813 0446,39,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,3300    SABINA                       ST,34.0302,-118.2006,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6879,230608992,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,2000,06,Hollywood,0648,1,310,BURGLARY,1822 0325 1601,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,310,1500 N  WESTERN                      AV,34.0982,-118.3092,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
6880,231309774,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1300,13,Newton,1351,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1813 1821,38,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,4200 S  GRAND                        AV,34.0074,-118.2806,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6881,231108346,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1032,11,Northeast,1151,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0432 0421,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,930,4800 W  SUNSET                       BL,34.0982,-118.294,511,VERBAL THREAT,,,,
6882,230808742,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,1400,08,West LA,0847,2,860,BATTERY WITH SEXUAL CONTACT,0522 0500,69,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,860,10300    BELLWOOD                     AV,34.0524,-118.4174,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6883,231108342,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1800,11,Northeast,1151,1,310,BURGLARY,1822 0358 0344,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,310,5000 W  SUNSET                       BL,34.0981,-118.2983,,,,,,
6884,230209655,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1700,02,Rampart,0237,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1252 1259 0421 0432 1822,17,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,930,1600 W  3RD                          ST,34.0621,-118.2619,511,VERBAL THREAT,,,,
6885,230908660,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1930,09,Van Nuys,0938,2,624,BATTERY - SIMPLE ASSAULT,0416 0603,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,6200    WOODMAN                      AV,34.183,-118.4313,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6886,231809586,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,2230,18,Southeast,1846,1,520,VEHICLE - ATTEMPT STOLEN,1822 1609 1300,40,F,B,101,STREET,IC,Invest Cont,520,1400 E  IMPERIAL                     HY,33.9323,-118.2502,,,,,,
6887,230609009,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0001,06,Hollywood,0636,1,330,BURGLARY FROM VEHICLE,1300 1822 1609 0329 0344,45,F,W,707,GARAGE/CARPORT,IC,Invest Cont,330,1800    WHITLEY                      AV,34.1035,-118.3334,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
6888,230608990,2023-04-26T00:00:00.000,2023-04-23T00:00:00.000,1900,06,Hollywood,0657,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0344 0329,40,M,O,101,STREET,IC,Invest Cont,331,5500    BARTON                       AV,34.0876,-118.3114,,,,,,
6889,232008760,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1720,20,Olympic,2023,2,624,BATTERY - SIMPLE ASSAULT,0400 1300 2014 1276 1822 1309 0444,28,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,624,300 S  NORMANDIE                    AV,34.0672,-118.3047,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6890,230708891,2023-04-26T00:00:00.000,2023-04-23T00:00:00.000,0500,07,Wilshire,0742,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,6100    SAN VICENTE                  BL,34.0586,-118.3637,,,,,,
6891,231809573,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1520,18,Southeast,1841,1,210,ROBBERY,1822 1300 0344 0945 0325 0431 0400,0,X,X,301,GAS STATION,IC,Invest Cont,210,11000 S  FIGUEROA                     ST,33.9367,-118.2871,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6892,231809564,2023-04-26T00:00:00.000,2023-04-09T00:00:00.000,0005,18,Southeast,1821,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416 0444 0446 0429 0432,39,F,H,102,SIDEWALK,IC,Invest Cont,626,500 W  CENTURY                      BL,33.9455,-118.2826,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
6893,231309771,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1900,13,Newton,1343,1,210,ROBBERY,1822 1300 0916 0355 0432 0334 0344 0330,21,M,O,101,STREET,IC,Invest Cont,210,700 E  41ST                         ST,34.0114,-118.2624,207,OTHER KNIFE,,,,
6894,231409088,2023-04-26T00:00:00.000,2023-03-04T00:00:00.000,0500,14,Pacific,1496,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1300,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,668,9700    AIRPORT                      BL,33.9472,-118.3909,,,,,,
6895,230309980,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1520,03,Southwest,0391,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1251 1259 0358 1601 2024 0421 0432 1822,13,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,4200    SANTO TOMAS                  DR,34.0103,-118.3456,511,VERBAL THREAT,,,,
6896,231908520,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1500,19,Mission,1984,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307 0913,21,M,H,108,PARKING LOT,IC,Invest Cont,740,14900    ROSCOE                       BL,34.2265,-118.4565,,,,,,
6897,231309754,2023-04-26T00:00:00.000,2023-04-18T00:00:00.000,0001,13,Newton,1313,1,310,BURGLARY,0344,0,M,W,221,PUBLIC STORAGE,IC,Invest Cont,310,1700 S  SAN PEDRO                    ST,34.0273,-118.2577,,,,,,
6898,231008482,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,0222,10,West Valley,1088,2,888,TRESPASSING,1822,82,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,17200    OAK VIEW                     DR,34.1532,-118.4983,,,,,,
6899,230908637,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1525,09,Van Nuys,0906,2,354,THEFT OF IDENTITY,0930,31,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,14100    MONROE                       PL,34.2039,-118.44,,,,,,
6900,231708668,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,2000,17,Devonshire,1755,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,LINDLEY                      ST,34.2573,-118.5273,,,DEVONSHIRE                   ST,,,
6901,231508930,2023-04-26T00:00:00.000,2023-04-24T00:00:00.000,2034,15,N Hollywood,1541,2,354,THEFT OF IDENTITY,1501 1822,48,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5300    GOODLAND                     AV,34.1668,-118.4113,,,,,,
6902,231108353,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1940,11,Northeast,1136,2,946,OTHER MISCELLANEOUS CRIME,1300 0913 0432,40,M,H,101,STREET,IC,Invest Cont,946,900 N  AVENUE 50,34.118,-118.2184,,,,,,
6903,232108363,2023-04-26T00:00:00.000,2023-04-25T00:00:00.000,1900,21,Topanga,2104,1,310,BURGLARY,0344 1609,36,M,X,210,RESTAURANT/FAST FOOD,IC,Invest Cont,310,21400    NORDHOFF                     ST,34.2355,-118.5975,,,,,,
6904,232108371,2023-04-26T00:00:00.000,2023-04-26T00:00:00.000,1420,21,Topanga,2156,1,210,ROBBERY,0945 1822 0325 0352 0334,21,M,X,404,DEPARTMENT STORE,IC,Invest Cont,210,21700    VICTORY                      BL,34.1877,-118.6015,513,STUN GUN,,,,
